Age,Occupation,Marital_status,Education_level,Savings_amount,Own_car,Own_house,Monthly_income,Dead_or_Alive
39,businessman,married,tertiary,-172,yes,no,562,Dead
60,unemployed,divorced,secondary,-639,yes,no,585,Dead
26,labourer,single,secondary,864,yes,no,659,Dead
32,management,married,secondary,134,yes,yes,532,Dead
40,management,single,secondary,50,no,no,837,Dead
25,management,single,secondary,507,yes,no,832,Dead
48,labourer,married,secondary,480,yes,no,830,Dead
37,businessman,single,secondary,-22,yes,no,317,Dead
39,management,divorced,secondary,878,yes,no,611,Dead
40,management,married,secondary,2574,yes,no,432,Dead
31,management,single,tertiary,2734,yes,no,858,Dead
42,management,divorced,secondary,241,yes,no,1012,Dead
51,labourer,married,primary,129,yes,no,611,Dead
28,management,single,tertiary,41,yes,no,885,Dead
32,management,married,tertiary,3387,yes,no,1111,Dead
36,management,single,secondary,148,yes,no,1357,Dead
36,labourer,married,secondary,249,yes,no,709,Dead
38,unemployed,single,tertiary,5774,yes,no,406,Dead
36,labourer,single,secondary,0,yes,no,1002,Dead
40,labourer,married,primary,1841,yes,no,880,Dead
37,labourer,married,primary,2120,yes,no,655,Dead
51,management,single,tertiary,297,yes,no,415,Dead
34,labourer,divorced,secondary,89,yes,no,1871,Dead
56,labourer,married,primary,827,yes,no,462,Dead
35,labourer,married,secondary,205,yes,yes,1313,Dead
34,labourer,married,tertiary,3743,yes,no,722,Dead
39,labourer,married,secondary,117,yes,no,1032,Dead
29,labourer,married,secondary,-493,yes,no,536,Dead
33,management,single,tertiary,62,yes,no,473,Dead
40,management,single,secondary,2040,yes,no,906,Dead
22,labourer,single,secondary,344,yes,no,347,Dead
32,labourer,single,secondary,230,yes,no,442,Dead
33,management,single,secondary,1277,yes,no,827,Dead
29,labourer,married,secondary,104,yes,no,903,Dead
29,labourer,single,secondary,706,yes,no,1340,Dead
24,labourer,single,secondary,174,yes,yes,487,Dead
31,labourer,single,secondary,239,yes,no,666,Dead
27,labourer,single,secondary,513,yes,yes,351,Dead
32,management,single,tertiary,7290,yes,no,357,Dead
30,labourer,single,secondary,5909,yes,no,420,Dead
27,labourer,single,secondary,-195,yes,no,391,Dead
55,labourer,married,secondary,3917,yes,no,565,Dead
28,management,single,secondary,352,yes,yes,431,Dead
29,labourer,single,tertiary,615,yes,no,373,Dead
55,unemployed,divorced,tertiary,0,no,no,616,Dead
25,labourer,single,secondary,217,yes,no,504,Dead
36,labourer,single,secondary,1015,yes,no,1008,Dead
27,labourer,married,unknown,409,yes,no,525,Dead
25,labourer,single,secondary,1119,yes,no,1063,Dead
32,labourer,single,primary,12198,yes,no,178,Dead
33,management,single,tertiary,235,yes,no,525,Dead
38,businessman,married,tertiary,170,yes,no,442,Dead
45,labourer,divorced,secondary,-357,yes,yes,618,Dead
30,labourer,single,secondary,2145,yes,no,727,Dead
32,labourer,married,primary,-454,yes,yes,801,Dead
26,labourer,single,primary,-887,yes,no,827,Dead
25,labourer,single,primary,292,yes,yes,1027,Dead
33,labourer,married,secondary,139,yes,yes,732,Dead
32,labourer,single,tertiary,2684,yes,no,542,Dead
34,labourer,married,primary,-1,yes,no,1057,Dead
29,management,married,tertiary,1387,yes,no,256,Dead
28,unemployed,married,secondary,-522,yes,yes,638,Dead
38,labourer,single,secondary,-242,yes,no,1173,Dead
35,labourer,single,secondary,719,yes,no,1359,Dead
28,management,single,secondary,0,yes,yes,390,Dead
29,unemployed,single,tertiary,497,yes,no,642,Dead
20,labourer,single,secondary,76,yes,no,639,Dead
45,management,divorced,secondary,397,yes,yes,582,Dead
37,management,married,tertiary,3723,no,no,354,Dead
32,labourer,single,tertiary,1625,no,no,796,Dead
59,management,married,secondary,106,no,no,186,Dead
37,labourer,married,secondary,1543,yes,no,298,Dead
59,management,married,tertiary,2239,no,no,431,Dead
27,labourer,divorced,secondary,1977,yes,no,449,Dead
39,management,single,tertiary,0,yes,no,271,Dead
43,labourer,married,secondary,2145,no,no,271,Dead
39,labourer,married,secondary,116,no,no,554,Dead
26,labourer,single,secondary,620,no,no,223,Dead
39,management,single,tertiary,307,no,no,182,Dead
43,management,divorced,unknown,7702,no,no,460,Dead
27,labourer,single,tertiary,3733,yes,no,198,Dead
32,labourer,single,secondary,3993,no,no,148,Dead
29,management,single,tertiary,428,no,no,293,Dead
42,management,married,primary,5310,yes,no,545,Dead
53,labourer,married,unknown,2509,no,no,231,Dead
36,management,married,tertiary,255,no,no,970,Dead
27,management,single,tertiary,616,yes,no,685,Dead
43,management,single,secondary,733,yes,no,282,Dead
60,unemployed,divorced,tertiary,439,no,yes,464,Dead
29,labourer,single,secondary,590,no,no,124,Dead
26,labourer,single,tertiary,567,no,no,421,Dead
26,labourer,single,unknown,689,no,no,678,Dead
28,labourer,single,tertiary,386,no,no,867,Dead
28,labourer,single,tertiary,0,yes,no,269,Dead
28,management,single,tertiary,957,no,no,915,Dead
40,labourer,married,secondary,312,no,no,612,Dead
24,labourer,single,secondary,167,no,yes,288,Dead
56,unemployed,divorced,tertiary,13094,no,no,1064,Dead
34,management,single,tertiary,5086,no,no,213,Dead
28,management,single,secondary,707,yes,no,226,Dead
37,labourer,married,secondary,466,yes,yes,377,Dead
32,labourer,single,secondary,152,yes,no,158,Dead
43,labourer,divorced,secondary,1612,no,no,262,Dead
36,labourer,married,tertiary,911,yes,yes,117,Dead
35,labourer,single,secondary,27,yes,no,214,Dead
29,labourer,single,secondary,6,no,no,315,Dead
27,labourer,single,secondary,253,no,no,242,Dead
32,labourer,single,tertiary,705,yes,no,414,Dead
33,labourer,single,tertiary,109,yes,yes,601,Dead
24,labourer,single,secondary,23878,no,no,133,Dead
58,labourer,married,secondary,3399,no,no,1078,Dead
43,management,married,tertiary,79,no,no,640,Dead
26,management,married,tertiary,243,no,no,482,Dead
31,labourer,single,secondary,138,no,no,91,Dead
25,management,single,tertiary,1317,no,no,176,Dead
58,unemployed,married,secondary,2714,no,no,165,Dead
48,management,divorced,tertiary,17964,yes,no,208,Dead
60,unemployed,married,tertiary,846,no,no,1346,Dead
25,labourer,single,tertiary,326,no,no,390,Dead
26,labourer,single,secondary,100,no,no,445,Dead
25,labourer,single,secondary,304,no,no,226,Dead
26,labourer,single,tertiary,39,no,no,396,Dead
32,management,single,tertiary,312,no,no,208,Dead
25,management,married,tertiary,906,no,no,253,Dead
21,management,single,secondary,524,no,no,185,Dead
41,unemployed,single,tertiary,1081,no,no,229,Dead
30,management,single,secondary,983,yes,no,189,Dead
47,management,divorced,secondary,2232,no,no,439,Dead
37,management,married,secondary,1967,no,no,242,Dead
34,management,married,secondary,1406,yes,no,145,Dead
28,management,single,secondary,157,no,no,155,Dead
24,management,single,tertiary,0,yes,no,122,Dead
26,management,single,secondary,2509,no,no,776,Dead
35,labourer,married,secondary,1368,no,no,329,Dead
54,unemployed,divorced,tertiary,3076,no,no,367,Dead
44,management,married,tertiary,7818,no,no,412,Dead
56,management,single,secondary,4118,no,no,165,Dead
25,management,single,tertiary,760,yes,no,223,Dead
25,labourer,single,unknown,277,no,no,311,Dead
50,management,married,tertiary,253,no,no,513,Dead
55,management,married,secondary,602,no,no,324,Dead
57,management,married,tertiary,473,no,no,295,Dead
48,management,married,tertiary,1167,yes,yes,264,Dead
25,unemployed,single,tertiary,343,no,no,377,Dead
49,management,married,tertiary,1808,yes,no,205,Dead
25,labourer,single,secondary,1199,no,no,287,Dead
38,labourer,divorced,secondary,70,no,no,263,Dead
45,labourer,married,secondary,1723,no,no,166,Dead
33,management,married,tertiary,1323,no,no,327,Dead
45,management,married,tertiary,2552,no,no,69,Dead
26,management,single,secondary,2613,no,no,326,Dead
49,management,married,secondary,0,no,no,1460,Dead
25,labourer,single,secondary,938,no,no,1048,Dead
53,labourer,married,secondary,284,no,no,781,Dead
43,management,married,tertiary,1059,no,yes,335,Dead
49,labourer,married,secondary,1684,no,yes,412,Dead
54,management,married,tertiary,534,no,no,177,Dead
47,labourer,married,secondary,293,no,no,251,Dead
34,labourer,married,secondary,262,no,no,339,Dead
54,labourer,divorced,secondary,0,no,no,174,Dead
43,management,divorced,tertiary,2367,no,no,114,Dead
23,labourer,single,secondary,31,no,no,192,Dead
48,management,married,tertiary,3842,no,no,215,Dead
30,unemployed,single,tertiary,3343,no,no,235,Dead
38,unemployed,single,secondary,804,no,no,1087,Dead
34,labourer,single,unknown,1011,no,no,253,Dead
52,management,single,secondary,-528,yes,yes,1144,Dead
27,management,single,tertiary,1840,no,no,220,Dead
40,labourer,married,secondary,1451,no,no,314,Dead
47,management,married,tertiary,2351,no,no,163,Dead
26,management,single,tertiary,1623,no,no,479,Dead
37,management,married,secondary,597,no,no,395,Dead
34,management,married,tertiary,611,no,no,350,Dead
26,management,single,tertiary,313,no,yes,199,Dead
44,management,married,tertiary,1954,no,no,294,Dead
29,management,single,tertiary,307,yes,no,690,Dead
40,unemployed,single,tertiary,7968,no,no,596,Dead
43,labourer,married,secondary,2160,no,no,169,Dead
52,labourer,divorced,secondary,1005,yes,no,195,Dead
38,management,married,tertiary,1988,no,no,103,Dead
33,labourer,divorced,secondary,1117,no,no,417,Dead
50,labourer,married,secondary,3370,no,no,160,Dead
53,management,married,secondary,109,no,no,270,Dead
42,labourer,married,secondary,1376,yes,no,271,Dead
49,labourer,married,tertiary,523,yes,no,712,Dead
27,labourer,single,tertiary,15161,no,no,74,Dead
32,management,married,tertiary,653,no,no,84,Dead
31,labourer,single,tertiary,64,no,no,261,Dead
29,labourer,single,secondary,1165,no,no,245,Dead
49,labourer,married,secondary,7019,yes,no,263,Dead
46,labourer,married,secondary,1568,yes,no,310,Dead
57,labourer,married,primary,3109,no,no,482,Dead
28,labourer,single,tertiary,4987,no,no,924,Dead
37,businessman,married,tertiary,189,no,no,253,Dead
38,labourer,married,secondary,2467,no,no,192,Dead
49,management,married,tertiary,5887,no,no,181,Dead
35,labourer,married,tertiary,1354,no,no,250,Dead
29,labourer,married,secondary,23,yes,no,163,Dead
52,labourer,married,secondary,0,no,no,541,Dead
34,unemployed,married,secondary,978,no,no,262,Dead
60,labourer,married,secondary,294,no,no,206,Dead
32,unemployed,married,secondary,409,no,no,115,Dead
27,management,single,secondary,261,yes,yes,592,Dead
55,businessman,married,secondary,27624,no,no,437,Dead
29,management,single,tertiary,3846,no,no,313,Dead
42,labourer,married,secondary,2913,no,no,705,Dead
33,management,divorced,tertiary,2240,no,no,198,Dead
29,labourer,married,primary,5,no,no,321,Dead
39,management,married,secondary,150,no,no,296,Dead
31,labourer,single,tertiary,882,no,no,411,Dead
60,management,divorced,tertiary,366,no,no,593,Dead
25,labourer,single,tertiary,1189,no,no,165,Dead
45,management,married,secondary,204,yes,no,224,Dead
29,management,single,tertiary,637,yes,no,340,Dead
55,management,divorced,tertiary,2383,no,no,591,Dead
26,labourer,single,secondary,1231,yes,no,385,Dead
30,management,single,tertiary,3340,no,no,238,Dead
54,management,divorced,secondary,200,no,no,170,Dead
39,labourer,single,tertiary,48,no,no,539,Dead
26,management,single,tertiary,2786,no,no,300,Dead
57,unemployed,married,secondary,5313,no,no,200,Dead
39,unemployed,married,tertiary,201,no,no,699,Dead
25,labourer,single,secondary,389,no,no,837,Dead
43,labourer,married,primary,3917,no,no,725,Dead
32,labourer,married,secondary,889,yes,no,1076,Dead
43,management,divorced,tertiary,481,yes,no,187,Dead
50,management,divorced,tertiary,810,no,no,510,Dead
35,labourer,married,secondary,52,yes,no,328,Dead
37,management,married,tertiary,108,yes,yes,262,Dead
42,management,single,secondary,684,no,no,207,Dead
27,management,married,secondary,2071,no,no,449,Dead
27,labourer,single,secondary,339,no,no,182,Dead
29,management,single,tertiary,572,no,no,224,Dead
29,labourer,single,secondary,1779,no,no,400,Dead
26,labourer,single,secondary,132,no,no,217,Dead
39,management,single,tertiary,22086,no,no,160,Dead
41,labourer,married,secondary,0,yes,yes,352,Dead
29,management,married,tertiary,205,no,no,787,Dead
33,labourer,single,tertiary,317,yes,no,323,Dead
32,management,married,tertiary,4945,no,no,160,Dead
30,management,married,tertiary,419,yes,no,194,Dead
38,labourer,single,secondary,1130,no,no,96,Dead
55,management,married,secondary,1662,no,no,94,Dead
25,management,single,secondary,1871,no,no,136,Dead
38,businessman,divorced,secondary,1190,yes,no,81,Dead
35,labourer,married,secondary,563,no,yes,147,Dead
31,unemployed,married,secondary,6,no,no,121,Dead
25,labourer,single,secondary,594,no,no,89,Dead
31,management,single,tertiary,617,no,no,1161,Dead
27,labourer,single,secondary,538,no,no,124,Dead
34,management,single,secondary,303,no,no,282,Dead
40,management,single,secondary,985,yes,no,592,Dead
27,management,married,secondary,897,no,no,397,Dead
28,management,single,secondary,171,no,no,324,Dead
28,management,single,secondary,1633,no,no,275,Dead
35,management,divorced,secondary,1085,no,no,199,Dead
58,unemployed,married,primary,1980,no,no,255,Dead
44,labourer,married,tertiary,1933,no,no,462,Dead
57,unemployed,married,secondary,1841,no,no,302,Dead
25,unemployed,single,tertiary,42,yes,no,149,Dead
21,labourer,single,secondary,794,no,no,191,Dead
49,labourer,married,secondary,905,no,no,1543,Dead
54,management,married,tertiary,8295,no,no,207,Dead
59,unemployed,married,primary,0,no,no,493,Dead
28,management,single,tertiary,874,yes,no,509,Dead
37,labourer,married,secondary,4321,no,no,657,Dead
30,labourer,single,tertiary,0,yes,no,159,Dead
35,labourer,single,primary,745,no,no,522,Dead
31,management,single,tertiary,924,no,no,207,Dead
41,unemployed,single,primary,216,no,no,577,Dead
30,unemployed,single,tertiary,1159,no,no,366,Dead
28,unemployed,single,tertiary,3290,no,no,201,Dead
31,unemployed,single,secondary,582,yes,no,548,Dead
53,management,divorced,tertiary,380,no,yes,438,Dead
22,labourer,single,secondary,682,no,no,126,Dead
36,labourer,married,primary,92,yes,no,244,Dead
33,labourer,single,secondary,66,no,no,157,Dead
31,labourer,single,tertiary,252,no,no,107,Dead
49,management,married,tertiary,6574,no,no,138,Dead
51,unemployed,married,unknown,2094,no,no,458,Dead
34,labourer,married,secondary,294,yes,no,301,Dead
35,labourer,married,primary,1177,no,no,243,Dead
32,management,single,tertiary,8866,no,no,234,Dead
36,businessman,divorced,tertiary,3407,no,no,993,Dead
31,management,single,tertiary,5205,no,no,529,Dead
25,labourer,single,tertiary,3630,no,no,221,Dead
25,labourer,single,tertiary,12,no,no,126,Dead
60,management,married,secondary,544,no,no,95,Dead
40,unemployed,single,tertiary,10346,no,no,491,Dead
50,management,married,tertiary,1612,no,no,532,Dead
32,management,single,tertiary,718,yes,no,95,Dead
60,management,married,secondary,3547,no,no,351,Dead
32,labourer,married,secondary,914,no,no,372,Dead
52,businessman,married,secondary,1306,no,no,288,Dead
59,labourer,married,secondary,259,no,no,415,Dead
56,unemployed,married,secondary,-1206,yes,no,382,Dead
47,management,single,tertiary,372,no,no,257,Dead
43,management,married,tertiary,3518,no,no,181,Dead
25,labourer,single,secondary,505,no,no,284,Dead
31,labourer,single,secondary,1776,no,no,220,Dead
27,management,single,tertiary,20585,no,no,188,Dead
26,management,married,secondary,1595,no,no,155,Dead
37,management,single,tertiary,1000,yes,no,322,Dead
27,management,single,tertiary,138,no,no,89,Dead
49,management,married,tertiary,561,no,no,173,Dead
26,management,single,tertiary,170,no,no,129,Dead
28,management,single,tertiary,502,no,no,136,Dead
33,labourer,married,secondary,379,yes,yes,263,Dead
31,labourer,married,unknown,14533,no,no,245,Dead
32,labourer,married,secondary,689,yes,yes,162,Dead
30,labourer,single,secondary,2567,no,no,813,Dead
34,management,married,tertiary,443,no,no,235,Dead
58,unemployed,married,primary,2074,no,no,259,Dead
34,management,married,tertiary,2374,yes,yes,270,Dead
26,labourer,single,secondary,1347,no,no,280,Dead
49,management,single,tertiary,7443,no,no,293,Dead
57,management,married,tertiary,10583,no,no,295,Dead
83,unemployed,married,primary,425,no,no,883,Dead
61,management,married,tertiary,997,no,no,269,Dead
64,unemployed,married,secondary,5966,yes,no,983,Dead
37,management,married,secondary,2061,yes,yes,459,Dead
68,unemployed,married,secondary,0,no,no,586,Dead
71,unemployed,married,tertiary,2887,no,no,128,Dead
54,management,married,tertiary,1464,no,no,157,Dead
37,management,married,tertiary,1315,no,no,224,Dead
22,labourer,single,unknown,466,no,no,377,Dead
44,management,married,tertiary,2383,no,no,571,Dead
